213	63
214	63
215	14
216	15
217	15
216	47
217	47
218	48
219	49
218	50
220	27
234	27
221	6
222	68
223	68
224	72
221	73
225	211
226	158
227	158
228	162
229	162
230	162
231	8
221	66
231	64
232	17
228	18
233	18
235	28
236	28
216	29
237	29
238	75
239	75
221	75
236	30
216	30
237	30
239	76
221	76
243	76
240	5
237	13
237	4
241	19
242	9
237	11
236	20
220	12
236	12
235	21
236	31
216	31
237	31
235	22
220	22
220	32
241	32
242	33
236	33
220	34
235	35
236	35
237	38
241	38
235	39
220	39
241	39
236	40
237	40
235	77
221	77
234	41
237	41
244	78
221	78
218	56
245	56
218	55
245	55
218	52
245	52
221	79
246	80
221	80
240	3
247	82
221	82
248	81
221	81
215	46
249	46
221	83
250	62
214	62
221	65
250	67
223	67
220	23
236	23
251	84
221	84
221	70
252	10
221	10
235	26
234	26
239	16
221	16
252	86
251	86
221	86
251	85
221	85
237	24
250	69
219	69
233	7
235	36
220	36
236	36
220	37
236	37
235	25
234	25
234	42
237	42
234	43
237	43
234	44
237	44
234	45
237	45
253	88
254	88
255	88
256	88
217	1
219	51
223	51
257	87
222	87
255	87
218	57
245	57
213	58
214	58
250	59
258	60
258	61
259	61
260	2
226	156
227	156
226	157
227	157
261	105
262	105
226	159
227	159
226	160
227	160
261	107
249	107
218	107
261	106
263	106
261	108
264	108
261	109
263	109
261	110
249	110
218	110
261	111
264	111
261	113
264	113
261	114
264	114
228	163
229	163
261	117
265	117
261	118
265	118
228	164
229	164
227	165
261	119
249	119
245	119
261	120
249	120
245	120
261	121
249	121
245	121
261	122
249	122
245	122
220	166
227	166
261	124
249	124
245	124
261	125
249	125
245	125
220	167
227	167
235	168
227	168
235	169
227	169
227	170
227	171
266	175
268	175
269	175
267	129
270	176
268	177
269	177
267	132
271	132
266	178
275	178
261	134
267	134
271	134
267	135
272	135
271	136
272	136
267	137
271	137
272	137
273	138
271	138
274	139
273	139
271	139
276	179
274	127
273	127
272	127
261	123
277	123
274	128
273	128
272	128
278	180
268	181
274	126
273	126
272	126
267	130
271	130
267	131
271	131
267	133
271	133
261	115
226	115
261	116
226	116
261	112
226	112
227	140
229	140
227	141
229	141
235	145
227	145
229	145
230	145
236	146
227	146
229	146
230	146
236	147
227	147
229	147
230	147
237	148
227	149
229	149
237	149
228	150
227	150
228	151
227	151
228	152
227	152
228	153
227	153
230	153
228	142
227	142
227	154
229	154
237	154
279	154
228	155
227	155
279	155
235	144
227	144
229	144
230	144
268	182
280	183
281	185
269	186
276	186
269	187
276	187
270	188
275	189
282	190
270	191
281	192
283	212
283	194
275	174
280	172
228	173
227	173
229	173
279	173
227	143
230	143
284	96
285	96
284	99
287	99
286	195
283	197
288	198
289	200
225	201
289	196
215	91
215	92
290	94
291	95
292	95
253	89
255	89
256	89
253	90
254	93
293	97
294	97
295	98
293	98
293	100
294	100
295	101
293	101
215	102
253	102
256	102
290	103
253	104
255	104
256	104
296	184
228	161
229	161
230	161
221	53
221	71
297	202
289	202
298	204
289	204
286	205
299	205
283	206
286	206
300	206
301	208
286	208
300	208
299	208
283	207
301	210
289	199
288	209
218	54
245	54
302	203
289	203
238	74
221	74
303	74
304	193
286	193
305	193
