0	8
0	9
0	42
0	44
1	0
1	8
1	9
1	42
1	44
2	41
2	77
3	5
3	7
3	28
4	5
4	47
5	51
6	8
6	32
7	14
8	10
9	6
9	40
9	41
9	42
9	43
10	6
10	9
10	32
12	70
12	84
13	15
13	16
13	17
13	52
14	23
15	8
16	23
16	24
17	23
17	24
18	19
19	15
19	20
21	4
21	7
22	3
25	26
25	30
26	9
26	22
26	30
26	42
26	44
27	24
28	22
28	29
29	24
30	22
31	8
33	35
34	8
35	34
36	51
38	26
39	26
40	2
40	48
40	49
41	40
41	43
41	77
42	48
42	49
43	48
43	49
44	40
44	41
44	42
44	43
45	1
45	46
46	1
46	37
47	2
48	59
49	48
49	50
50	5
50	36
51	50
52	32
52	36
53	57
53	67
54	48
55	53
55	62
56	53
56	62
57	62
57	68
58	14
58	48
58	61
60	14
60	16
61	14
61	16
61	54
62	67
62	69
63	57
63	65
64	48
65	55
66	13
66	16
67	63
67	83
68	56
68	63
68	73
68	91
68	92
69	57
70	75
71	81
72	80
72	81
73	88
74	81
75	76
75	88
76	70
76	85
76	86
77	42
77	78
77	79
78	71
78	72
79	71
79	72
80	2
80	40
80	43
80	82
81	80
81	82
82	2
82	40
82	43
82	71
82	74
83	68
84	76
84	89
85	73
85	86
87	88
88	12
89	85
90	25
90	26
91	70
92	70
