0	37
1	37
2	3
2	4
3	23
3	24
3	36
4	36
5	6
5	10
5	32
5	48
7	22
7	23
7	24
7	28
7	29
8	11
8	20
8	25
8	26
8	30
8	33
8	35
8	37
8	38
8	39
8	90
9	37
10	37
12	76
13	14
13	48
13	51
14	15
14	16
14	17
14	22
14	24
14	66
15	16
15	17
15	24
15	66
16	17
16	22
17	22
18	20
21	22
21	23
21	24
22	23
22	24
23	24
23	28
24	28
32	36
32	48
32	64
36	48
36	64
37	45
38	39
40	42
40	43
40	77
41	42
42	43
43	77
48	50
48	51
48	52
54	58
54	59
54	60
55	57
56	57
56	63
58	59
58	60
59	60
59	61
60	61
70	73
70	86
70	87
70	88
71	80
73	76
73	86
73	87
74	80
76	89
86	87
