0	8
0	9
0	37
0	42
0	44
1	0
1	8
1	9
1	37
1	42
1	44
2	3
2	4
2	41
2	77
3	2
3	5
3	7
3	23
3	24
3	28
3	36
4	2
4	5
4	36
4	47
5	6
5	10
5	32
5	48
5	51
6	5
6	8
6	32
7	14
7	22
7	23
7	24
7	28
7	29
8	10
8	11
8	20
8	25
8	26
8	30
8	33
8	35
8	37
8	38
8	39
8	90
9	6
9	37
9	40
9	41
9	42
9	43
10	5
10	6
10	9
10	32
10	37
11	8
12	70
12	76
12	84
13	14
13	15
13	16
13	17
13	48
13	51
13	52
14	13
14	15
14	16
14	17
14	22
14	23
14	24
14	66
15	8
15	14
15	16
15	17
15	24
15	66
16	14
16	15
16	17
16	22
16	23
16	24
17	14
17	15
17	16
17	22
17	23
17	24
18	19
18	20
19	15
19	20
20	8
20	18
21	4
21	7
21	22
21	23
21	24
22	3
22	7
22	14
22	16
22	17
22	21
22	23
22	24
23	3
23	7
23	21
23	22
23	24
23	28
24	3
24	7
24	14
24	15
24	21
24	22
24	23
24	28
25	8
25	26
25	30
26	8
26	9
26	22
26	30
26	42
26	44
27	24
28	7
28	22
28	23
28	24
28	29
29	7
29	24
30	8
30	22
31	8
32	5
32	36
32	48
32	64
33	8
33	35
34	8
35	8
35	34
36	3
36	4
36	32
36	48
36	51
36	64
37	0
37	1
37	8
37	9
37	10
37	45
38	8
38	26
38	39
39	8
39	26
39	38
40	2
40	42
40	43
40	48
40	49
40	77
41	40
41	42
41	43
41	77
42	40
42	41
42	43
42	48
42	49
43	40
43	42
43	48
43	49
43	77
44	40
44	41
44	42
44	43
45	1
45	37
45	46
46	1
46	37
47	2
48	5
48	13
48	32
48	36
48	50
48	51
48	52
48	59
49	48
49	50
50	5
50	36
50	48
51	13
51	48
51	50
52	32
52	36
52	48
53	57
53	67
54	48
54	58
54	59
54	60
55	53
55	57
55	62
56	53
56	57
56	62
56	63
57	55
57	56
57	62
57	68
58	14
58	48
58	54
58	59
58	60
58	61
59	54
59	58
59	60
59	61
60	14
60	16
60	54
60	58
60	59
60	61
61	14
61	16
61	54
61	59
61	60
62	67
62	69
63	56
63	57
63	65
64	32
64	36
64	48
65	55
66	13
66	14
66	15
66	16
67	63
67	83
68	56
68	63
68	73
68	91
68	92
69	57
70	73
70	75
70	86
70	87
70	88
71	80
71	81
72	80
72	81
73	70
73	76
73	86
73	87
73	88
74	80
74	81
75	76
75	88
76	12
76	70
76	73
76	85
76	86
76	89
77	40
77	42
77	43
77	78
77	79
78	71
78	72
79	71
79	72
80	2
80	40
80	43
80	71
80	74
80	82
81	80
81	82
82	2
82	40
82	43
82	71
82	74
83	68
84	76
84	89
85	73
85	86
86	70
86	73
86	87
87	70
87	73
87	86
87	88
88	12
88	70
89	76
89	85
90	8
90	25
90	26
91	70
92	70
