0	1
0	5
0	8
0	32
0	37
1	5
1	8
1	32
1	37
1	45
1	46
2	3
2	4
2	40
2	41
2	47
2	77
2	80
2	82
3	7
3	22
3	23
3	24
3	28
3	36
4	21
4	24
4	36
4	47
5	6
5	10
5	32
5	48
5	50
5	51
6	9
6	10
7	14
7	21
7	22
7	23
7	24
7	27
7	28
7	29
8	9
8	10
8	11
8	20
8	25
8	26
8	30
8	31
8	33
8	35
8	37
8	38
8	39
8	42
8	44
8	90
9	10
9	37
9	40
9	41
9	42
9	43
10	37
12	76
12	84
12	88
13	14
13	15
13	16
13	48
13	51
13	52
14	15
14	16
14	17
14	22
14	23
14	24
14	48
14	54
14	66
15	16
15	17
15	24
15	66
16	17
16	22
16	23
16	24
16	54
16	59
16	66
17	22
17	23
17	54
17	59
18	19
18	20
19	20
21	22
21	23
21	24
22	23
22	24
22	27
23	24
23	27
23	28
24	27
24	28
25	26
25	30
25	90
26	30
26	38
26	39
26	90
28	29
32	36
32	48
32	59
32	60
32	61
32	64
33	35
34	35
36	48
36	50
36	51
36	59
36	60
36	61
36	64
37	45
37	46
38	39
40	41
40	42
40	43
40	44
40	49
40	77
40	80
40	82
41	42
41	43
41	44
41	77
42	43
42	44
42	49
43	44
43	49
43	77
43	80
43	82
45	46
48	50
48	51
48	52
48	54
48	59
48	60
48	61
48	64
49	50
50	51
53	55
53	56
53	57
53	67
54	58
54	59
54	60
54	61
55	57
55	62
55	65
56	57
56	62
56	63
57	62
57	63
57	68
58	59
58	60
58	61
59	60
59	61
60	61
62	63
62	67
62	69
62	83
63	65
63	67
63	68
67	83
68	73
68	83
68	91
68	92
70	73
70	75
70	76
70	86
70	87
70	88
70	91
70	92
71	78
71	79
71	80
71	81
71	82
72	78
72	79
72	80
72	81
73	76
73	85
73	86
73	87
73	88
74	80
74	81
74	82
75	76
75	88
76	84
76	85
76	86
76	89
77	78
77	79
80	81
80	82
81	82
84	89
85	86
85	89
86	87
87	88
